id,nombreInstitucion,codigoInstitucion,codigoCutComuna,nombreComuna,formaAudiencia,fechainicioAudienca,duracionMinutoAudiencia,codigoAudienciaInstitucion,lugarAudiencia,observacionesMateriaAudiencia,descripcionMateria,codigoActualDatasetRegistroPasivo,codigoPasivoInstitucion,nombrePasivoInstitucion,cargoNombrePasivo,nombrePasivo,apellidosPasivo,codigoNacionalidadIsoPasivo,fechaInicioPasivo,fechaTerminoPasivo,linkAudienciaReunionPasivo,linkViajesPasivo,linkDonativosPasivo,cargoFuncionPasivo,codigoActualDatasetRegistroActivo,codigoActualDatasetRegistroEntidadActivo,nombreActivo,apellidosActivo,documentoPaisActivo,codigoNacionalidadActivo,remuneradoActivo,nombreInstitucionActivo,codigoInstitucionActivo,rutActivo,codigoInternacionalActivo,nombreEntidadActivo,giroActivo,representanteActivo,naturalezaActivo,administradorActivo,tipoEntidadActivo
365,SENADO,nr005,5101,Valparaíso,Presencial,2014-12-09 00:00:00,60,68,Senado Congreso Nacional,"Proyecto Reforma Laboral ""Ley de Piso""- Solicitud de Legislar Ley de Piso- - Revisar Art. Cuarto del CÃ³digo del Trabajo- Generar Proyecto de Ley de dicho ArtÃ­culo",Ninguna de las anteriores.,268135,30,SENADO,Senador,Isabel,Allende Bussi,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
366,SENADO,nr005,5602,Algarrobo,Presencial,2014-12-09 00:00:00,30,69,Oficina Del Senado,Estudiar la posibilidad de realiza un Proyecto de intervención en materia de abuso del alcohol en la Región del Maule por parte de la Fundación que el dirige y solicitud de aporte para la Fundación.,Ninguna de las anteriores.,268127,22,SENADO,Senador,Hernán,Larraín Fernández,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
368,SENADO,nr005,5101,Valparaíso,Presencial,2014-12-09 00:00:00,30,72,Senado,sobre radiodifusores de la región de Antofagasta respecto de la ley del 20% de la música chilena en las radioemisoras,Ninguna de las anteriores.,268116,11,SENADO,Senador,Alejandro,Guillier Álvarez,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
370,SENADO,nr005,13502,Alhué,Presencial,2014-12-15 00:00:00,30,74,Senado,Realizada el 15 de diciembre de 2014 a las 11:00 horas. Indicacion Pesca Descarte,Ninguna de las anteriores.,268119,14,SENADO,Senador,Felipe,Harboe Bascuñán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
374,SENADO,nr005,13101,Santiago,Presencial,2014-12-15 00:00:00,30,81,Oficina Senado Santiago  Morandé 441.,"Entrega del estudio ""De la Macro a la Micro""  elaborado por la Facultad de Economía y Negocios de la Universidad de Chile.",Ninguna de las anteriores.,268121,16,SENADO,Senador,Rabindranath,Quinteros Lara,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
375,SENADO,nr005,7301,Curicó,Presencial,2014-12-05 00:00:00,30,84,Sargento Aldea 306  Oficina Regional,Modificación ley de educación.,Ninguna de las anteriores.,268130,25,SENADO,Senador,Juan Antonio,Coloma Correa,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
377,SENADO,nr005,5602,Algarrobo,Presencial,2014-12-10 00:00:00,47,86,Oficina Senador Piso 9,Presentar ante el Senador a la Union Magallanica de Trabajadores- quienes son- que es lo que hacen.,Ninguna de las anteriores.,268108,3,SENADO,Senador,Carlos,Bianchi Chelech,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
385,SENADO,nr005,13101,Santiago,Presencial,2015-01-15 00:00:00,30,97,Senado,15 de enero de 2015 a las 09:30 horas.,Ninguna de las anteriores.,268119,14,SENADO,Senador,Felipe,Harboe Bascuñán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
387,SENADO,nr005,13101,Santiago,Presencial,2015-01-12 00:00:00,30,105,Senado,PRESENTACIÓN NUEVO PROYECTO CENTRAL HIDRO ELECTRICA FRONTERA. Lunes 12 de enero de 2015 a las 13:00 horas,Ninguna de las anteriores.,268119,14,SENADO,Senador,Felipe,Harboe Bascuñán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
400,SENADO,nr005,7101,Talca,Presencial,2014-12-23 00:00:00,20,129,Oficina Regional Senador Coloma,Bono compensatorio de los colectiveros,Ninguna de las anteriores.,268130,25,SENADO,Senador,Juan Antonio,Coloma Correa,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
406,SENADO,nr005,8101,Concepción,Presencial,2015-01-05 00:00:00,60,140,Ohiggins 365,Presentación del gremio y problemas del sector.,Ninguna de las anteriores.,268117,12,SENADO,Senador,Jacqueline,Van Rysselberghe Herrera,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
411,SENADO,nr005,13502,Alhué,Presencial,2015-01-05 00:00:00,45,148,Oficina Senador Jose Garcia Ruminot  Ex Congreso Nacional  Santiago.,BOLETIN 9715 - 05  RENUEVA APLICACION DEL MECANISMO DE REINTEGRO PARCIAL DEL IMPUESTO ESPECIFICO AL PETROLEO DIESEL PARA LAS EMPRESAS DE TRANSPORTE DE CARGA Y OTORGA BENEFICIO TRIBUTARIO QUE INDICA. SEÑALAN LA NECESIDAD DE QUE SE HAGA UN ESTUDIO QUE OBLIGUE FINALMENTE QUE TODOS LOS CONSUMIDORES PAGUEN EL IMPUESTO.,Ninguna de las anteriores.,268136,31,SENADO,Senador,Francisco,Chahuán Chahuán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
415,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-07 00:00:00,20,187,Comite Independiente Mas  Piso 2 Senado,Revitalización de Valparaíso,Ninguna de las anteriores.,268128,23,SENADO,Senador,Antonio,Horvath Kiss,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
416,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-07 00:00:00,30,188,Comite Independiente Mas  Piso 2 Senado,Innovación Tecnológica  Reducción de Residuos  Energía  I+D,Ninguna de las anteriores.,268128,23,SENADO,Senador,Antonio,Horvath Kiss,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
418,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-07 00:00:00,45,190,Comite Independiente Mas  Piso 2 Senado,Exposición sistema constructivo-estructural en base a perfiles de acero galvanizado de modo sustentable,Ninguna de las anteriores.,268128,23,SENADO,Senador,Antonio,Horvath Kiss,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
425,SENADO,nr005,8101,Concepción,Presencial,2015-01-09 00:00:00,65,203,Sede Parlamentaria Concepción,Situación pesquera de los recursos  Bacalao  reineta  Albacora y  recursos demersales,Ninguna de las anteriores.,268117,12,SENADO,Senador,Jacqueline,Van Rysselberghe Herrera,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
429,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-14 00:00:00,0,209,Oficina Del Senador En El Congreso Nacional,Proyecto de Fortalecimiento del Ministerio Público.,Ninguna de las anteriores.,268120,15,SENADO,Senador,Alfonso,De Urresti Longton,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
431,SENADO,nr005,13101,Santiago,Presencial,2015-01-12 00:00:00,45,218,Huerfanos 1270  Piso 11,Escuchar la visión sobre Codelco en general.,Ninguna de las anteriores.,268111,6,SENADO,Senador,Alejandro,Navarro Brain,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
437,SENADO,nr005,5101,Valparaíso,Presencial,2015-01-28 00:00:00,30,238,Oficina Senador,Informar detalles sobre los términos del acuerdo firmado recientemente  en el marco del convenio de administración del lago Laja.,Ninguna de las anteriores.,268112,7,SENADO,Senador,Víctor,Pérez Varela,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,,,,,,,,,,,,,,,,,
13769,SENADO,nr005,13114,Las Condes,Presencial,2015-03-05 00:00:00,60,347,Residencia De Embajador,Presentación de Empresa Española   Fenosa  Gas Natural  y dar su opinión sobre proyecto de ley que regulara  los servicios de distribución de gas  en el País.,Ninguna de las anteriores.,268129,24,SENADO,Senador,Andrés,Zaldívar Larraín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11960,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13772,SENADO,nr005,7101,Talca,Presencial,2015-03-06 00:00:00,30,293,Oficina Regional Senador,Plantear problema con tendido eléctrico de su sector,Ninguna de las anteriores.,268130,25,SENADO,Senador,Juan Antonio,Coloma Correa,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11964,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13774,SENADO,nr005,5101,Valparaíso,Presencial,2015-03-09 00:00:00,20,294,Senado,Presentación proyecto Subasta en Reversa,Ninguna de las anteriores.,268177,90,SENADO,Otro,Daniela,Castillo Moya,CHL,2015-01-14,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Jefa de Gabinete Senador Ricardo Lagos,11967,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13775,SENADO,nr005,5101,Valparaíso,Presencial,2015-03-10 00:00:00,30,217,Senado Valparaã­So,Martes 10 de marzo a las 12:30 horas,Ninguna de las anteriores.,268119,14,SENADO,Senador,Felipe,Harboe Bascuñán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11968,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13776,SENADO,nr005,5101,Valparaíso,Presencial,2015-03-11 00:00:00,30,290,Senado Valparaíso,Miércoles 11 de marzo a las 13:00 horas. Senado Valparaíso. Datos Personales,Ninguna de las anteriores.,268119,14,SENADO,Senador,Felipe,Harboe Bascuñán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11969,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13780,SENADO,nr005,5101,Valparaíso,Presencial,2015-03-11 00:00:00,20,275,Oficina Senador Valparaiso,solicitaron anular solicitud. volverán a pedirla en otra oportunidad.,Ninguna de las anteriores.,268136,31,SENADO,Senador,Francisco,Chahuán Chahuán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11974,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13781,SENADO,nr005,5101,Valparaíso,Presencial,2015-03-12 00:00:00,60,296,Oficina Parlamentaria Senado Valparaíso,Programa de Intervención y tratamiento para zonas con presencia de Polimetales según elementos vinculantes Ley 20.590 y acuerdo S 1397-12 del Boletín 6.810-12.,Ninguna de las anteriores.,268138,33,SENADO,Senador,Lily,Pérez San Martín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11975,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13787,SENADO,nr005,5101,Valparaíso,Presencial,2015-03-17 00:00:00,30,291,Sede Del Congreso En Valparaìso,No llegó a la audiencia. Posteriormente envía correo informando que es de Punta Arenas. Se agendará nueva fecha en la región de Magallanes,Ninguna de las anteriores.,268118,13,SENADO,Senador,Carolina,Goic Boroevic,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11984,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13788,SENADO,nr005,5101,Valparaíso,Presencial,2015-03-17 00:00:00,30,309,Senado Congreso Nacional,Definir la organización para evento : Conclave de DDHH y Ex Soldados Conscriptos  a realizarze en ciudad de santiago el 10 de abril de 2015,Ninguna de las anteriores.,268135,30,SENADO,Senador,Isabel,Allende Bussi,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11986,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13798,SENADO,nr005,13101,Santiago,Presencial,2015-03-23 00:00:00,30,299,Senado Santiago,INFORMAR SOBRE NUEVAS TECNOLOGÍAS QUE AYUDAN A LA DISMINUCIÓN DE LA DELINCUENCIA.,Ninguna de las anteriores.,268119,14,SENADO,Senador,Felipe,Harboe Bascuñán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,12000,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13803,SENADO,nr005,5101,Valparaíso,Presencial,2015-03-31 00:00:00,25,346,Congreso Nacional,Análisis pre proyecto de ley reencasillamiento.,Ninguna de las anteriores.,268129,24,SENADO,Senador,Andrés,Zaldívar Larraín,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,12005,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
14165,SENADO,nr005,13101,Santiago,Presencial,2015-03-24 00:00:00,60,457,Senado Santiago,LEY DE PLANTA FUNCIONARIA- Hacer presente su preocupacion por demora en realizacion de la Ley de Plantas.- Señalar que la asociacion no ha sido considerada para la conformacion de la Ley de Plantas.- Señalar que han sido excluidos de las reuniones entre SEGEGOB y DIPRES (fueron invitados solo a la primera reunion sostenida sobre el tema),Ninguna de las anteriores.,268212,145,SENADO,Otro,Cristian,Arancibia Santibáñez,CHL,2015-03-31,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Asesor jurídico y legislativo Senadora Isabel Allende,12806,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
14168,SENADO,nr005,13101,Santiago,Presencial,2015-03-27 00:00:00,20,379,Ex-Congreso,Modificación Ley de Casinos,Ninguna de las anteriores.,268137,32,SENADO,Senador,Ricardo,Lagos Weber,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,12811,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13779,SENADO,nr005,5101,Valparaíso,Presencial,2015-03-11 00:00:00,20,274,Oficina Senador Congreso Valparaiso,plantea reforma a la ley de transito en su art. 40  respecto de la clasificación de taxis colectivos,Ninguna de las anteriores.,268136,31,SENADO,Senador,Francisco,Chahuán Chahuán,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11972,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13782,SENADO,nr005,5101,Valparaíso,Presencial,2015-03-13 00:00:00,30,349,Senado,El señor Ciro presenta propuesta para mejoramiento de la educación en Chile  a través de modificaciones al Estatuto Docente y la Ley de Subvenciones.,Ninguna de las anteriores.,268177,90,SENADO,Otro,Daniela,Castillo Moya,CHL,2015-01-14,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Jefa de Gabinete Senador Ricardo Lagos,11977,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
13784,SENADO,nr005,7101,Talca,Presencial,2015-03-13 00:00:00,15,302,Oficina Regional Senador,Plantear problemática con respecto a la Ley del Bosque Nativo  para micro y pequeños productores  decreto Ley 701,Ninguna de las anteriores.,268130,25,SENADO,Senador,Juan Antonio,Coloma Correa,CHL,2014-11-29,,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,http://www.senado.cl/appsenado/index.php?mo=lobby&ac=GetSujetosPasivos,Senador,11980,,Información en proceso de recepción conforme a convenio,,,,0,,,,,,,,,,
